"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
1588,"austin","Cute starter or retirement home! Two bedrooms, 1 bath with an open living and dining area. The large back yard is privacy fenced making it a great place to entertain or for the kids to play. Located in a quiet neighborhood close to schools and shopping this home is just a short drive to Circuit of the Americas and 130 toll road, for easy access to Austin or San Marcos.","Single Family",30.2550392150879,-97.5768432617188,1,FALSE,2006,0,6969,2.66666666666667,13,1,2
1589,"austin","2305 Lavendale Ct, Austin, TX 78748 is a single family home that contains 2,174 sq ft and was built in 1999. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.1591701507568,-97.8391418457031,0,FALSE,1999,1,10890,4.66666666666667,15,3,4
1590,"austin","Wonderfully hidden Cat Mountain home boasts amazing views of Pennybecker Bridge & the Austin Hill Country! Your new paradise offers a spectacular front yard w/mature trees, tons of natural light throughout the home, breathtaking views & an open concept floor plan. Gourmet kitchen w/large center island & tons of cabinet storage. Large master suite + 3 large bed/flex rooms provide endless arrangement options. Sprawling 2nd living room w/wet bar opens to the pool & deck, perfect for entertaining!","Single Family",30.3446578979492,-97.7841567993164,8,FALSE,1991,0,11761.2,7,16,4,4
1591,"austin","Beautifully maintained 4 bedroom, 3 bath in sought after Avery Ranch neighborhood.  Kitchen has center island, granite counters and tons of cabinet space.  High ceilings in living areas cozy fireplace and a wonderful loft/game room. Community pool, biking/jogging path, tennis courts and great parks.","Single Family",30.5062484741211,-97.7452926635742,2,FALSE,2002,0,7274,7.66666666666667,16,3,4
1592,"austin","Large 4 sided brick - one-story 3 BR 2 Bath home on a large corner lot with great floor plan in an established neighborhood. This gem is being SOLD AS IS and is ready for the next owners to make it their own.","Single Family",30.3433513641357,-97.6109085083008,2,FALSE,1995,0,11325.6,5,11,2,3
1593,"austin","8511 Brookfield Dr, Austin, TX 78758 is a single family home that contains 1,556 sq ft and was built in 1969. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3584423065186,-97.7134246826172,0,FALSE,1969,0,12196.8,4,14,2,3
1594,"austin","Newly remodeled! 
 $500 off your first month's rent, plus lawn-mowing paid by owner thru December
 

3/2, one-story home with tons of natural light in Milwood. Fully remodeled kitchen and baths with granite, new shaker cabinets, new tile flooring, and brand new kitchen appliances. Fresh paint and updated lighting. Spacious open floorplan living space. Master bedroom has a large master bath with his and hers walk-in closets. Second and third bedroom have walk-in closets as well. Tile and laminate throughout. 

Easy access to Mopac and 183. Walking distance to Apple, Oracle, and several other tech corridor companies. Walking distance to HEB and restaurants. Minutes to the Domain, hike and bike trails, and the new MLS Stadium. RRISD schools.

PLEASE TEXT PHONE NUMBER IF YOU DON'T RECEIVE A PROMPT RESPONSE TO YOUR INTERNET INQUIRY. I'VE BEEN ALERTED THAT SOME MESSAGES/TOUR REQUESTS HAVE NOT BEEN COMING THROUGH.

LEASE SUMMARY - $1,895 per month with $500 discount off the first month's rent. $1,895 security deposit. Pets allowed. $200 pet deposit (refundable). Owner will pay for lawn-mowing service through December. Renter to pay all utilities.","Single Family",30.4379119873047,-97.7412567138672,0,FALSE,1985,0,6708,7.66666666666667,16,2,3
1595,"austin","Beautifully updated 4 bed, 2 bath home on a large lot in Garrison Park. The custom kitchen featuring quartz counters is open to the living room. Luxury vinyl floors throughout, new windows, life time warranty on the foundation and new water heater are just a few of the main features. Large laundry/mud room offers plenty of storage. Close to everything--Central Market, restaurants and parks. Don't miss seeing this one, it will go fast!","Single Family",30.2131443023682,-97.8135299682617,2,FALSE,1972,1,10890,4,13,2,4
1596,"austin","rime 78704 location! Close to downtown. Gated community surrounded on 3 sides by Blunn Creek Nature Preserve - 38 acres with trails. Kitchen has quartz counter-tops, SS appliances. 2 Main entrances. 2nd bedroom has separate private entrance - great for roommate! Reserved, covered parking space right beside unit. Creek view from patio. Laundry facility on site, pool/clubhouse, dog park. Walk to SoCo, shops, + Stacy Park-w/ heated pool. New HEB Center coming soon. QUIET NEIGHBORHOOD.

Parking space included. Tenant responsible for utilities.","Apartment",30.2364349365234,-97.7479019165039,1,FALSE,1967,0,2334,4.33333333333333,14,1,2
1597,"austin","Lovely Hornsby Glen cul-de-sac home with great access to 130/45 & 71 just minutes to ABIA! This one owner home offers a rare 5 BED floorplan with main level master suite. Living area opens to kitchen and breakfast which then leads to the beautifully landscaped and fully fenced backyard. Very clean & well cared for with recent paint & new carpet throughout plus ceiling fans in every bedroom! Nature lovers will appreciate the footpath just a few doors down leading to the Colorado river - come have a look!","Single Family",30.2139339447021,-97.6374130249023,1,FALSE,2009,0,6141,3,13,3,5
1598,"austin","Custom-built home by Sendero Homes in gated, 25-home Modern European Farmhouse concept community - The Woods at Four Points. Complete with exceptional finish out, energy efficient features and surrounded by nature preserve. This two-story charmer has an open floor plan for entertaining, with an island kitchen, Whirlpool stainless steel appliances, fabulous dining area, and cozy family room in center of home which overlooks fenced backyard with covered patio. Conveniently located in the heart of Four Points near 2222 and 620 with easy access to Lake Travis/Lake Austin, shops, and restaurants. ZONED FOR THE TOP-RATED LISD AND VANDEGRIFT HS. 7 spec homes and 9 to be built available with varying choices in floor plans and exterior elevations. Estimated completion date in Aug 2019. For more information and ""doll-house effect"" virtual walk through visit www.woodsfourpoints.com. *Plan 3, already under construction!*","Single Family",30.4095001220703,-97.8435516357422,2,FALSE,2019,2,5662,7,16,4,4
1599,"austin","One of the largest homes in the area! Over 3300 sqft! Large bedrooms with a massive master and and a huge walk-in closet. 3 living areas, 2 downstairs and 1 up. Large open style kitchen with a large center island and stainless appliances. Refrigerator conveys less than 2 years old! Massive pantry/laundry room off of Kitchen. Large breakfast area and formal dining room! Nice stone patio in backyard with built in fire-pit and storage shed. Community pool around the block. 5 Minutes to Dell! Move in Ready!","Single Family",30.3963871002197,-97.6493911743164,2,FALSE,1999,1,5967,3,14,3,4
1600,"austin","6106 Gardenridge Holw, Austin, TX 78750 is a single family home that contains 1,799 sq ft and was built in 1980. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3715133666992,-97.7883071899414,0,FALSE,1980,0,5662,7,17,2,3
1601,"austin","BOM because buyer's financing fell through! Stunning contemporary new-build nearing completion designed by Alterstudio Architecture and built by Abode Modern Homes. Perched near the hills of Westlake and minutes to downtown on desirable Stratford Drive and a walk away from Zilker Park. Featuring a relaxing pool, Sub Zero refrigerator/freezer, Wolf gas range, custom floor-to-ceiling, site-glazed windows, wide french oak flooring, imported tile and contemporary designer fixtures throughout.Restrictions: Yes  Sprinkler Sys:Yes","Single Family",30.2848377227783,-97.7885971069336,2,TRUE,2020,0,10890,6,16,4,4
1602,"austin","Beautiful 4 bedroom, 4 bath home + office and an 800 sf outdoor deck under a canopy of trees. Large rooms, well-thought-out floor plan, great street in the desirable Meridian neighborhood.  Fully landscaped and ready to enjoy! Just a short walk to Baldwin Elementary and the neighborhood amenity center that includes pool, park, sand volleyball and basketball.","Single Family",30.1859664916992,-97.9175872802734,3,FALSE,2006,2,9016,8,18,4,4
1603,"austin","Incredibly updated & well-maintained home in Stirling Bridge! This lightly lived in home has a gorgeous, modern finish out, open floor plan, large back patio & yard for entertaining! The stunning kitchen features marble counters, undercabinet lighting & ALL stainless-steel appliances. No carpet! Upstairs is mostly laminate wood (except wet areas) & has large master w/huge walk-in closet, game room & awesome balcony w/views. Great backyard w/covered patio perfect for games & fun grill n' chill weekends!","Single Family",30.3588886260986,-97.6161422729492,2,FALSE,2008,0,7013,5,11,3,3
1604,"austin","Beautiful condo, just off W. William Cannon Drive! Easy access to the Greenbelt with amazing hiking & biking trails! Fully fenced with lovely trees & a large backyard, this 2 story home with 2 beds & 2 baths features an open living room with a cozy fireplace & dining area on the first floor. Gorgeous floors, lovely kitchen, & plenty of windows for natural light! 2 car garage provides direct access into home. This listing offers exclusive access to Keller Mortgage, saving buyers thousands on the mortgage.","Condo",30.2116451263428,-97.8263778686523,2,FALSE,1981,2,7535,4.66666666666667,14,2,2
1605,"austin","Adorable French Place bungalow ready to call your own! Open, modern feel, with neighborhood vintage charm. Nestled on a winding, tree-lined street in a coveted section of French Place, this two bedroom, one bath, with secondary living/study space, is amazing as is, or bring your builder for an easy Master Bath and closet addition! 

Many upgrades since 2008 – Tankless H20, HVAC, Kitchen remodel - the list goes on!  Walking distance to great restaurants and coffee shops on Manor restaurant row. SO close to Downtown, Hyde Park, and all of Central Austin! 
","Single Family",30.2895927429199,-97.7164459228516,0,FALSE,1947,0,6664,6.66666666666667,15,1,2
1606,"austin","Prime Travis Heights location. This two bedroom, one bathroom home is ready for it's new owners. Enjoy the front yard from the shady covered front porch. The back deck allows a quiet place to relax at the end of the day. Home has newer windows, updated kitchen and bathroom. Add on, live in as is or redevelop to create your dream home.  Beautiful trees. Close to South Congress, Downtown and the Airport.","Single Family",30.246862411499,-97.7375259399414,1,FALSE,1946,0,4704,4.33333333333333,14,1,2
